order_id,order_date,product_id,warehouse_id,supplier_id,order_quantity,shipped_quantity,promised_delivery_date,actual_delivery_date,fulfillment_status
ORD-20258253,2025-03-05,SKU-1044,WH-02,SUP-109,25,20,2025-03-12,2025-03-20,Delayed - Partial
ORD-20258254,2025-08-09,SKU-1012,WH-01,SUP-109,10,10,2025-08-16,2025-08-16,OTIF
ORD-20258255,2025-08-25,SKU-1019,WH-02,SUP-102,100,100,2025-09-15,2025-09-13,OTIF
ORD-20258256,2025-03-24,SKU-1050,WH-03,SUP-102,50,50,2025-04-14,2025-04-26,Delayed - Full
ORD-20258257,2025-10-27,SKU-1047,WH-03,SUP-108,25,25,2025-11-17,2025-11-17,OTIF
ORD-20258258,2025-05-31,SKU-1021,WH-04,SUP-102,10,10,2025-06-21,2025-06-21,OTIF
ORD-20258259,2025-03-31,SKU-1057,WH-01,SUP-102,25,25,2025-04-21,2025-04-20,OTIF
ORD-20258260,2025-11-01,SKU-1024,WH-01,SUP-101,250,231,2025-11-11,2025-11-11,On-Time - Partial
ORD-20258261,2025-06-22,SKU-1042,WH-04,SUP-103,25,25,2025-07-22,2025-07-22,OTIF
ORD-20258262,2025-04-23,SKU-1017,WH-01,SUP-108,100,100,2025-05-14,2025-05-14,OTIF
ORD-20258263,2025-07-04,SKU-1051,WH-01,SUP-111,25,25,2025-07-18,2025-07-21,Delayed - Full
ORD-20258264,2025-07-18,SKU-1051,WH-03,SUP-107,10,10,2025-08-17,2025-08-16,OTIF
ORD-20258265,2025-02-18,SKU-1051,WH-01,SUP-107,10,10,2025-03-20,2025-03-20,OTIF
ORD-20258266,2025-01-20,SKU-1035,WH-03,SUP-111,25,25,2025-02-03,2025-02-03,OTIF
ORD-20258267,2025-11-14,SKU-1041,WH-02,SUP-110,25,25,2025-11-21,2025-11-20,OTIF
ORD-20258268,2025-01-30,SKU-1054,WH-04,SUP-111,250,250,2025-02-13,2025-02-20,Delayed - Full
ORD-20258269,2025-04-25,SKU-1045,WH-03,SUP-106,100,100,2025-05-05,2025-05-07,Delayed - Full
ORD-20258270,2025-01-07,SKU-1021,WH-04,SUP-111,50,50,2025-01-21,2025-01-22,Delayed - Full
ORD-20258271,2025-03-09,SKU-1005,WH-03,SUP-101,25,25,2025-03-19,2025-03-17,OTIF
ORD-20258272,2025-07-23,SKU-1007,WH-01,SUP-109,25,25,2025-07-30,2025-07-30,OTIF
ORD-20258273,2025-05-06,SKU-1014,WH-02,SUP-105,25,25,2025-05-27,2025-05-27,OTIF
ORD-20258274,2025-04-13,SKU-1029,WH-01,SUP-102,10,10,2025-05-04,2025-05-04,OTIF
ORD-20258275,2025-06-06,SKU-1020,WH-04,SUP-106,50,50,2025-06-16,2025-06-14,OTIF
ORD-20258276,2025-09-02,SKU-1007,WH-01,SUP-104,100,100,2025-09-09,2025-09-09,OTIF
ORD-20258277,2025-05-12,SKU-1047,WH-03,SUP-109,25,25,2025-05-19,2025-05-19,OTIF
ORD-20258278,2025-11-20,SKU-1024,WH-03,SUP-107,25,25,2025-12-20,2025-12-20,OTIF
ORD-20258279,2025-01-17,SKU-1039,WH-04,SUP-108,10,10,2025-02-07,2025-02-05,OTIF
ORD-20258280,2025-03-29,SKU-1035,WH-02,SUP-106,50,50,2025-04-08,2025-04-07,OTIF
ORD-20258281,2025-07-24,SKU-1036,WH-04,SUP-107,50,50,2025-08-23,2025-08-22,OTIF
ORD-20258282,2025-03-19,SKU-1020,WH-01,SUP-101,10,10,2025-03-29,2025-03-29,OTIF
ORD-20258283,2025-06-07,SKU-1041,WH-02,SUP-108,10,10,2025-06-28,2025-06-28,OTIF
ORD-20258284,2025-01-30,SKU-1026,WH-01,SUP-111,25,25,2025-02-13,2025-02-14,Delayed - Full
ORD-20258285,2025-01-01,SKU-1018,WH-03,SUP-102,25,25,2025-01-22,2025-01-22,OTIF
ORD-20258286,2025-02-06,SKU-1016,WH-04,SUP-106,50,50,2025-02-16,2025-02-20,Delayed - Full
ORD-20258287,2025-05-31,SKU-1034,WH-01,SUP-104,10,10,2025-06-07,2025-06-14,Delayed - Full
ORD-20258288,2025-07-03,SKU-1011,WH-01,SUP-103,100,100,2025-08-02,2025-08-02,OTIF
ORD-20258289,2025-03-23,SKU-1021,WH-01,SUP-111,25,25,2025-04-06,2025-04-04,OTIF
ORD-20258290,2025-10-16,SKU-1040,WH-02,SUP-111,25,25,2025-10-30,2025-11-04,Delayed - Full
ORD-20258291,2025-05-16,SKU-1049,WH-03,SUP-103,25,15,2025-06-15,2025-06-15,On-Time - Partial
ORD-20258292,2025-04-02,SKU-1047,WH-04,SUP-101,25,25,2025-04-12,2025-04-11,OTIF
ORD-20258293,2025-07-18,SKU-1031,WH-04,SUP-106,10,10,2025-07-28,2025-07-26,OTIF
ORD-20258294,2025-05-02,SKU-1051,WH-03,SUP-103,50,50,2025-06-01,2025-06-01,OTIF
ORD-20258295,2025-04-16,SKU-1006,WH-03,SUP-108,10,10,2025-05-07,2025-05-07,OTIF
ORD-20258296,2025-04-26,SKU-1007,WH-04,SUP-100,250,250,2025-05-17,2025-05-17,OTIF
ORD-20258297,2025-05-29,SKU-1012,WH-01,SUP-101,25,25,2025-06-08,2025-06-08,OTIF
ORD-20258298,2025-09-11,SKU-1001,WH-03,SUP-111,25,25,2025-09-25,2025-09-23,OTIF
ORD-20258299,2025-06-14,SKU-1044,WH-03,SUP-104,10,10,2025-06-21,2025-06-19,OTIF
ORD-20258300,2025-04-15,SKU-1014,WH-02,SUP-109,10,10,2025-04-22,2025-04-20,OTIF
ORD-20258301,2025-06-17,SKU-1029,WH-02,SUP-100,10,10,2025-07-08,2025-07-08,OTIF
ORD-20258302,2025-05-17,SKU-1052,WH-03,SUP-108,250,250,2025-06-07,2025-06-07,OTIF
ORD-20258303,2025-08-23,SKU-1059,WH-02,SUP-103,50,50,2025-09-22,2025-10-05,Delayed - Full
ORD-20258304,2025-09-21,SKU-1058,WH-01,SUP-105,10,10,2025-10-12,2025-10-11,OTIF
ORD-20258305,2025-10-15,SKU-1027,WH-01,SUP-105,25,25,2025-11-05,2025-11-03,OTIF
ORD-20258306,2025-05-03,SKU-1022,WH-04,SUP-110,25,25,2025-05-10,2025-05-10,OTIF
ORD-20258307,2025-02-23,SKU-1026,WH-02,SUP-111,10,10,2025-03-09,2025-03-16,Delayed - Full
ORD-20258308,2025-01-29,SKU-1030,WH-04,SUP-105,10,6,2025-02-19,2025-02-19,On-Time - Partial
ORD-20258309,2025-10-26,SKU-1049,WH-01,SUP-111,10,10,2025-11-09,2025-11-08,OTIF
ORD-20258310,2025-03-10,SKU-1024,WH-03,SUP-103,50,50,2025-04-09,2025-04-09,OTIF
ORD-20258311,2025-11-16,SKU-1019,WH-04,SUP-106,25,25,2025-11-26,2025-11-26,OTIF
ORD-20258312,2025-07-23,SKU-1019,WH-02,SUP-109,100,100,2025-07-30,2025-07-28,OTIF
ORD-20258313,2025-11-13,SKU-1034,WH-04,SUP-111,100,100,2025-11-27,2025-11-28,Delayed - Full
ORD-20258314,2025-03-13,SKU-1021,WH-02,SUP-106,25,25,2025-03-23,2025-03-23,OTIF
ORD-20258315,2025-11-12,SKU-1013,WH-03,SUP-101,100,100,2025-11-22,2025-11-22,OTIF
ORD-20258316,2025-11-03,SKU-1004,WH-03,SUP-100,25,25,2025-11-24,2025-11-22,OTIF
ORD-20258317,2025-05-26,SKU-1030,WH-04,SUP-104,25,25,2025-06-02,2025-06-13,Delayed - Full
ORD-20258318,2025-07-27,SKU-1002,WH-03,SUP-102,50,50,2025-08-17,2025-08-17,OTIF
ORD-20258319,2025-07-06,SKU-1042,WH-03,SUP-100,25,25,2025-07-27,2025-07-26,OTIF
ORD-20258320,2025-05-26,SKU-1024,WH-01,SUP-110,50,50,2025-06-02,2025-05-31,OTIF
ORD-20258321,2025-07-25,SKU-1023,WH-01,SUP-104,10,10,2025-08-01,2025-08-14,Delayed - Full
ORD-20258322,2025-11-17,SKU-1022,WH-02,SUP-110,50,50,2025-11-24,2025-11-27,Delayed - Full
ORD-20258323,2025-03-07,SKU-1005,WH-02,SUP-103,100,100,2025-04-06,2025-04-06,OTIF
ORD-20258324,2025-08-14,SKU-1005,WH-02,SUP-107,25,25,2025-09-13,2025-09-13,OTIF
ORD-20258325,2025-08-27,SKU-1019,WH-02,SUP-102,250,250,2025-09-17,2025-09-23,Delayed - Full
ORD-20258326,2025-02-03,SKU-1032,WH-01,SUP-106,100,100,2025-02-13,2025-02-13,OTIF
ORD-20258327,2025-03-14,SKU-1026,WH-04,SUP-101,100,100,2025-03-24,2025-03-24,OTIF
ORD-20258328,2025-07-31,SKU-1039,WH-02,SUP-100,100,84,2025-08-21,2025-08-21,On-Time - Partial
ORD-20258329,2025-06-17,SKU-1046,WH-01,SUP-107,25,25,2025-07-17,2025-07-17,OTIF
ORD-20258330,2025-04-06,SKU-1046,WH-04,SUP-111,50,50,2025-04-20,2025-04-20,OTIF
ORD-20258331,2025-10-16,SKU-1002,WH-02,SUP-103,10,10,2025-11-15,2025-11-15,OTIF
ORD-20258332,2025-10-05,SKU-1050,WH-01,SUP-108,250,250,2025-10-26,2025-10-24,OTIF
ORD-20258333,2025-06-29,SKU-1000,WH-04,SUP-108,10,10,2025-07-20,2025-07-18,OTIF
ORD-20258334,2025-04-25,SKU-1006,WH-02,SUP-104,100,83,2025-05-02,2025-05-02,On-Time - Partial
ORD-20258335,2025-10-17,SKU-1050,WH-03,SUP-110,50,50,2025-10-24,2025-10-22,OTIF
ORD-20258336,2025-05-26,SKU-1038,WH-01,SUP-108,10,10,2025-06-16,2025-06-16,OTIF
ORD-20258337,2025-05-05,SKU-1008,WH-01,SUP-104,10,10,2025-05-12,2025-05-10,OTIF
ORD-20258338,2025-03-01,SKU-1055,WH-04,SUP-104,50,50,2025-03-08,2025-03-09,Delayed - Full
ORD-20258339,2025-10-13,SKU-1038,WH-01,SUP-111,25,25,2025-10-27,2025-10-25,OTIF
ORD-20258340,2025-03-12,SKU-1021,WH-03,SUP-105,25,25,2025-04-02,2025-04-04,Delayed - Full
ORD-20258341,2025-05-10,SKU-1052,WH-02,SUP-107,50,39,2025-06-09,2025-06-07,On-Time - Partial
ORD-20258342,2025-03-23,SKU-1007,WH-02,SUP-108,25,25,2025-04-13,2025-04-12,OTIF
ORD-20258343,2025-09-19,SKU-1017,WH-02,SUP-100,100,100,2025-10-10,2025-10-14,Delayed - Full
ORD-20258344,2025-01-01,SKU-1036,WH-03,SUP-101,25,25,2025-01-11,2025-01-16,Delayed - Full
ORD-20258345,2025-09-08,SKU-1024,WH-03,SUP-105,250,250,2025-09-29,2025-09-29,OTIF
ORD-20258346,2025-01-31,SKU-1057,WH-03,SUP-111,100,90,2025-02-14,2025-02-18,Delayed - Partial
ORD-20258347,2025-02-24,SKU-1033,WH-04,SUP-110,100,100,2025-03-03,2025-03-03,OTIF
ORD-20258348,2025-04-06,SKU-1002,WH-02,SUP-100,25,25,2025-04-27,2025-05-01,Delayed - Full
ORD-20258349,2025-09-27,SKU-1009,WH-03,SUP-101,25,25,2025-10-07,2025-10-06,OTIF
ORD-20258350,2025-05-15,SKU-1024,WH-03,SUP-105,25,25,2025-06-05,2025-06-05,OTIF
ORD-20258351,2025-09-26,SKU-1020,WH-03,SUP-106,50,50,2025-10-06,2025-10-07,Delayed - Full
ORD-20258352,2025-06-30,SKU-1003,WH-03,SUP-100,25,25,2025-07-21,2025-07-19,OTIF
ORD-20258353,2025-05-16,SKU-1034,WH-03,SUP-106,250,250,2025-05-26,2025-05-26,OTIF
ORD-20258354,2025-10-24,SKU-1053,WH-04,SUP-103,50,50,2025-11-23,2025-11-21,OTIF
ORD-20258355,2025-01-18,SKU-1050,WH-03,SUP-109,25,25,2025-01-25,2025-01-23,OTIF
ORD-20258356,2025-09-23,SKU-1026,WH-03,SUP-110,25,25,2025-09-30,2025-09-30,OTIF
ORD-20258357,2025-09-17,SKU-1053,WH-03,SUP-100,25,25,2025-10-08,2025-10-06,OTIF
ORD-20258358,2025-01-07,SKU-1054,WH-02,SUP-100,25,25,2025-01-28,2025-02-08,Delayed - Full
ORD-20258359,2025-04-04,SKU-1050,WH-01,SUP-111,250,250,2025-04-18,2025-04-18,OTIF
ORD-20258360,2025-03-02,SKU-1051,WH-03,SUP-104,25,25,2025-03-09,2025-03-14,Delayed - Full
ORD-20258361,2025-07-27,SKU-1046,WH-01,SUP-102,250,250,2025-08-17,2025-08-17,OTIF
ORD-20258362,2025-02-23,SKU-1027,WH-01,SUP-107,250,250,2025-03-25,2025-03-25,OTIF
ORD-20258363,2025-03-15,SKU-1034,WH-04,SUP-104,25,25,2025-03-22,2025-03-21,OTIF
ORD-20258364,2025-09-14,SKU-1021,WH-02,SUP-111,50,50,2025-09-28,2025-09-28,OTIF
ORD-20258365,2025-06-11,SKU-1046,WH-04,SUP-109,25,25,2025-06-18,2025-06-16,OTIF
ORD-20258366,2025-06-24,SKU-1057,WH-03,SUP-101,10,10,2025-07-04,2025-07-04,OTIF
ORD-20258367,2025-03-02,SKU-1053,WH-01,SUP-109,25,25,2025-03-09,2025-03-09,OTIF
ORD-20258368,2025-08-13,SKU-1004,WH-04,SUP-106,250,250,2025-08-23,2025-08-23,OTIF
ORD-20258369,2025-03-20,SKU-1011,WH-04,SUP-106,25,25,2025-03-30,2025-03-30,OTIF
ORD-20258370,2025-03-09,SKU-1024,WH-01,SUP-100,25,25,2025-03-30,2025-03-29,OTIF
ORD-20258371,2025-05-20,SKU-1013,WH-04,SUP-100,25,25,2025-06-10,2025-06-24,Delayed - Full
ORD-20258372,2025-04-04,SKU-1004,WH-01,SUP-106,25,25,2025-04-14,2025-04-12,OTIF
ORD-20258373,2025-11-06,SKU-1029,WH-02,SUP-102,10,10,2025-11-27,2025-11-27,OTIF
ORD-20258374,2025-08-12,SKU-1032,WH-01,SUP-106,100,100,2025-08-22,2025-08-22,OTIF
ORD-20258375,2025-07-21,SKU-1026,WH-02,SUP-100,10,10,2025-08-11,2025-08-11,OTIF
ORD-20258376,2025-07-31,SKU-1046,WH-04,SUP-108,10,10,2025-08-21,2025-08-21,OTIF
ORD-20258377,2025-08-11,SKU-1015,WH-01,SUP-111,25,25,2025-08-25,2025-08-25,OTIF
ORD-20258378,2025-04-19,SKU-1043,WH-04,SUP-105,50,50,2025-05-10,2025-05-14,Delayed - Full
ORD-20258379,2025-07-10,SKU-1059,WH-03,SUP-108,100,100,2025-07-31,2025-07-31,OTIF
ORD-20258380,2025-02-18,SKU-1010,WH-04,SUP-102,10,10,2025-03-11,2025-03-14,Delayed - Full
ORD-20258381,2025-08-19,SKU-1045,WH-02,SUP-108,10,10,2025-09-09,2025-09-09,OTIF
ORD-20258382,2025-04-17,SKU-1057,WH-03,SUP-110,25,25,2025-04-24,2025-04-24,OTIF
ORD-20258383,2025-04-29,SKU-1018,WH-01,SUP-100,50,50,2025-05-20,2025-05-26,Delayed - Full
ORD-20258384,2025-10-10,SKU-1011,WH-03,SUP-100,10,10,2025-10-31,2025-10-31,OTIF
ORD-20258385,2025-11-09,SKU-1015,WH-03,SUP-100,100,100,2025-11-30,2025-11-28,OTIF
ORD-20258386,2025-10-03,SKU-1019,WH-03,SUP-104,250,250,2025-10-10,2025-10-08,OTIF
ORD-20258387,2025-09-08,SKU-1032,WH-03,SUP-109,10,10,2025-09-15,2025-09-15,OTIF
ORD-20258388,2025-06-13,SKU-1031,WH-01,SUP-101,100,100,2025-06-23,2025-06-23,OTIF
ORD-20258389,2025-03-02,SKU-1059,WH-03,SUP-111,100,100,2025-03-16,2025-03-28,Delayed - Full
ORD-20258390,2025-09-09,SKU-1031,WH-03,SUP-103,50,50,2025-10-09,2025-10-08,OTIF
ORD-20258391,2025-03-17,SKU-1034,WH-02,SUP-103,10,10,2025-04-16,2025-04-16,OTIF
ORD-20258392,2025-06-14,SKU-1032,WH-02,SUP-111,10,10,2025-06-28,2025-06-28,OTIF
ORD-20258393,2025-03-12,SKU-1002,WH-04,SUP-109,50,50,2025-03-19,2025-03-19,OTIF
ORD-20258394,2025-09-12,SKU-1046,WH-01,SUP-108,10,10,2025-10-03,2025-10-03,OTIF
ORD-20258395,2025-02-20,SKU-1006,WH-01,SUP-106,50,50,2025-03-02,2025-03-02,OTIF
ORD-20258396,2025-08-22,SKU-1011,WH-03,SUP-102,10,10,2025-09-12,2025-09-12,OTIF
ORD-20258397,2025-07-22,SKU-1026,WH-02,SUP-111,250,250,2025-08-05,2025-08-05,OTIF
ORD-20258398,2025-09-13,SKU-1053,WH-04,SUP-111,25,25,2025-09-27,2025-10-02,Delayed - Full
ORD-20258399,2025-06-17,SKU-1056,WH-03,SUP-107,10,10,2025-07-17,2025-07-16,OTIF
ORD-20258400,2025-06-24,SKU-1000,WH-02,SUP-107,25,25,2025-07-24,2025-07-24,OTIF
ORD-20258401,2025-07-28,SKU-1025,WH-01,SUP-103,10,10,2025-08-27,2025-08-27,OTIF
ORD-20258402,2025-01-04,SKU-1012,WH-03,SUP-103,25,25,2025-02-03,2025-02-01,OTIF
ORD-20258403,2025-09-04,SKU-1010,WH-03,SUP-109,50,50,2025-09-11,2025-09-09,OTIF
ORD-20258404,2025-01-21,SKU-1003,WH-04,SUP-104,50,50,2025-01-28,2025-01-31,Delayed - Full
ORD-20258405,2025-01-05,SKU-1033,WH-04,SUP-108,10,10,2025-01-26,2025-02-06,Delayed - Full
ORD-20258406,2025-09-17,SKU-1024,WH-04,SUP-109,100,100,2025-09-24,2025-09-24,OTIF
ORD-20258407,2025-02-22,SKU-1040,WH-03,SUP-101,25,25,2025-03-04,2025-03-10,Delayed - Full
ORD-20258408,2025-02-14,SKU-1017,WH-04,SUP-104,25,25,2025-02-21,2025-03-06,Delayed - Full
ORD-20258409,2025-05-14,SKU-1040,WH-03,SUP-106,25,25,2025-05-24,2025-05-24,OTIF
ORD-20258410,2025-02-28,SKU-1030,WH-04,SUP-102,50,50,2025-03-21,2025-03-19,OTIF
ORD-20258411,2025-08-27,SKU-1010,WH-03,SUP-100,50,50,2025-09-17,2025-09-20,Delayed - Full
ORD-20258412,2025-06-10,SKU-1002,WH-04,SUP-104,50,50,2025-06-17,2025-06-19,Delayed - Full
ORD-20258413,2025-01-07,SKU-1028,WH-02,SUP-102,100,100,2025-01-28,2025-01-28,OTIF
ORD-20258414,2025-06-30,SKU-1032,WH-01,SUP-107,10,10,2025-07-30,2025-07-30,OTIF
ORD-20258415,2025-07-28,SKU-1008,WH-03,SUP-106,50,50,2025-08-07,2025-08-07,OTIF
ORD-20258416,2025-08-19,SKU-1047,WH-04,SUP-110,250,250,2025-08-26,2025-08-26,OTIF
ORD-20258417,2025-02-26,SKU-1046,WH-03,SUP-100,25,25,2025-03-19,2025-03-19,OTIF
ORD-20258418,2025-07-09,SKU-1028,WH-02,SUP-100,100,100,2025-07-30,2025-07-28,OTIF
ORD-20258419,2025-01-18,SKU-1029,WH-04,SUP-103,25,25,2025-02-17,2025-02-17,OTIF
ORD-20258420,2025-02-25,SKU-1036,WH-03,SUP-106,10,10,2025-03-07,2025-03-05,OTIF
ORD-20258421,2025-07-11,SKU-1053,WH-01,SUP-109,50,50,2025-07-18,2025-07-16,OTIF
ORD-20258422,2025-10-13,SKU-1058,WH-02,SUP-110,50,50,2025-10-20,2025-10-20,OTIF
ORD-20258423,2025-02-14,SKU-1006,WH-02,SUP-111,25,25,2025-02-28,2025-02-28,OTIF
ORD-20258424,2025-04-09,SKU-1038,WH-02,SUP-101,25,25,2025-04-19,2025-04-19,OTIF
ORD-20258425,2025-05-19,SKU-1025,WH-02,SUP-110,250,250,2025-05-26,2025-05-28,Delayed - Full
ORD-20258426,2025-06-12,SKU-1044,WH-02,SUP-103,25,25,2025-07-12,2025-07-25,Delayed - Full
ORD-20258427,2025-07-27,SKU-1047,WH-01,SUP-110,10,10,2025-08-03,2025-08-01,OTIF
ORD-20258428,2025-08-24,SKU-1017,WH-03,SUP-101,25,25,2025-09-03,2025-09-01,OTIF
ORD-20258429,2025-04-18,SKU-1053,WH-03,SUP-107,100,100,2025-05-18,2025-05-18,OTIF
ORD-20258430,2025-04-26,SKU-1011,WH-03,SUP-106,10,10,2025-05-06,2025-05-19,Delayed - Full
ORD-20258431,2025-05-14,SKU-1037,WH-04,SUP-110,50,50,2025-05-21,2025-05-21,OTIF
ORD-20258432,2025-04-26,SKU-1020,WH-04,SUP-110,250,250,2025-05-03,2025-05-01,OTIF
ORD-20258433,2025-10-17,SKU-1025,WH-04,SUP-111,25,25,2025-10-31,2025-10-31,OTIF
ORD-20258434,2025-05-09,SKU-1057,WH-04,SUP-110,25,25,2025-05-16,2025-05-16,OTIF
ORD-20258435,2025-06-03,SKU-1005,WH-01,SUP-101,10,10,2025-06-13,2025-06-13,OTIF
ORD-20258436,2025-09-06,SKU-1044,WH-02,SUP-103,10,10,2025-10-06,2025-10-06,OTIF
ORD-20258437,2025-01-31,SKU-1028,WH-01,SUP-107,25,25,2025-03-02,2025-02-28,OTIF
ORD-20258438,2025-02-05,SKU-1000,WH-01,SUP-100,50,50,2025-02-26,2025-02-26,OTIF
ORD-20258439,2025-06-04,SKU-1010,WH-04,SUP-107,100,100,2025-07-04,2025-07-03,OTIF
ORD-20258440,2025-05-10,SKU-1017,WH-01,SUP-108,25,25,2025-05-31,2025-05-31,OTIF
ORD-20258441,2025-05-24,SKU-1013,WH-03,SUP-100,10,10,2025-06-14,2025-06-14,OTIF
ORD-20258442,2025-07-19,SKU-1049,WH-04,SUP-107,100,100,2025-08-18,2025-08-16,OTIF
ORD-20258443,2025-02-22,SKU-1032,WH-04,SUP-111,250,250,2025-03-08,2025-03-08,OTIF
ORD-20258444,2025-01-20,SKU-1037,WH-02,SUP-102,25,25,2025-02-10,2025-02-10,OTIF
ORD-20258445,2025-08-21,SKU-1016,WH-04,SUP-111,50,50,2025-09-04,2025-09-04,OTIF
ORD-20258446,2025-08-02,SKU-1050,WH-04,SUP-108,10,10,2025-08-23,2025-08-23,OTIF
ORD-20258447,2025-10-26,SKU-1031,WH-03,SUP-107,10,10,2025-11-25,2025-12-10,Delayed - Full
ORD-20258448,2025-03-01,SKU-1035,WH-04,SUP-111,100,100,2025-03-15,2025-03-15,OTIF
ORD-20258449,2025-09-28,SKU-1059,WH-01,SUP-103,250,211,2025-10-28,2025-10-28,On-Time - Partial
ORD-20258450,2025-06-10,SKU-1005,WH-03,SUP-103,25,25,2025-07-10,2025-07-10,OTIF
ORD-20258451,2025-01-28,SKU-1052,WH-01,SUP-100,50,50,2025-02-18,2025-02-18,OTIF
ORD-20258452,2025-04-23,SKU-1010,WH-04,SUP-106,10,10,2025-05-03,2025-05-02,OTIF
ORD-20258453,2025-08-19,SKU-1002,WH-04,SUP-111,25,25,2025-09-02,2025-09-06,Delayed - Full
ORD-20258454,2025-03-16,SKU-1049,WH-01,SUP-103,25,25,2025-04-15,2025-04-14,OTIF
ORD-20258455,2025-07-04,SKU-1031,WH-01,SUP-109,50,50,2025-07-11,2025-07-11,OTIF
ORD-20258456,2025-11-02,SKU-1056,WH-03,SUP-102,25,25,2025-11-23,2025-12-10,Delayed - Full
ORD-20258457,2025-08-27,SKU-1046,WH-02,SUP-104,10,10,2025-09-03,2025-09-06,Delayed - Full
ORD-20258458,2025-03-13,SKU-1034,WH-03,SUP-102,25,25,2025-04-03,2025-04-06,Delayed - Full
ORD-20258459,2025-11-09,SKU-1049,WH-04,SUP-102,10,10,2025-11-30,2025-11-30,OTIF
ORD-20258460,2025-10-23,SKU-1029,WH-02,SUP-110,100,100,2025-10-30,2025-10-30,OTIF
ORD-20258461,2025-01-07,SKU-1058,WH-03,SUP-101,100,100,2025-01-17,2025-01-22,Delayed - Full
ORD-20258462,2025-03-16,SKU-1016,WH-04,SUP-106,50,50,2025-03-26,2025-03-26,OTIF
ORD-20258463,2025-02-26,SKU-1011,WH-03,SUP-100,10,10,2025-03-19,2025-03-19,OTIF
ORD-20258464,2025-03-06,SKU-1001,WH-01,SUP-103,25,25,2025-04-05,2025-04-05,OTIF
ORD-20258465,2025-06-27,SKU-1007,WH-04,SUP-108,50,50,2025-07-18,2025-07-18,OTIF
ORD-20258466,2025-07-25,SKU-1035,WH-03,SUP-101,250,250,2025-08-04,2025-08-08,Delayed - Full
ORD-20258467,2025-10-17,SKU-1024,WH-01,SUP-107,10,10,2025-11-16,2025-11-16,OTIF
ORD-20258468,2025-03-20,SKU-1018,WH-02,SUP-104,50,50,2025-03-27,2025-03-27,OTIF
ORD-20258469,2025-05-31,SKU-1036,WH-03,SUP-103,25,25,2025-06-30,2025-06-30,OTIF
ORD-20258470,2025-06-20,SKU-1025,WH-04,SUP-107,10,10,2025-07-20,2025-07-18,OTIF
ORD-20258471,2025-09-01,SKU-1049,WH-01,SUP-106,10,10,2025-09-11,2025-09-15,Delayed - Full
ORD-20258472,2025-05-19,SKU-1025,WH-01,SUP-106,25,25,2025-05-29,2025-06-14,Delayed - Full
ORD-20258473,2025-01-06,SKU-1022,WH-04,SUP-108,25,25,2025-01-27,2025-01-27,OTIF
ORD-20258474,2025-08-28,SKU-1042,WH-04,SUP-102,50,33,2025-09-18,2025-09-18,On-Time - Partial
ORD-20258475,2025-05-25,SKU-1020,WH-02,SUP-104,50,50,2025-06-01,2025-06-05,Delayed - Full
ORD-20258476,2025-08-07,SKU-1044,WH-01,SUP-107,10,10,2025-09-06,2025-09-05,OTIF
ORD-20258477,2025-04-29,SKU-1045,WH-01,SUP-110,10,10,2025-05-06,2025-05-06,OTIF
ORD-20258478,2025-08-21,SKU-1025,WH-03,SUP-109,100,100,2025-08-28,2025-08-28,OTIF
ORD-20258479,2025-05-01,SKU-1029,WH-03,SUP-111,25,25,2025-05-15,2025-05-15,OTIF
ORD-20258480,2025-03-06,SKU-1003,WH-04,SUP-108,10,10,2025-03-27,2025-03-27,OTIF
ORD-20258481,2025-03-23,SKU-1043,WH-02,SUP-110,25,25,2025-03-30,2025-04-03,Delayed - Full
ORD-20258482,2025-09-14,SKU-1039,WH-03,SUP-111,250,250,2025-09-28,2025-09-29,Delayed - Full
ORD-20258483,2025-02-21,SKU-1027,WH-03,SUP-109,25,25,2025-02-28,2025-02-28,OTIF
ORD-20258484,2025-04-06,SKU-1008,WH-02,SUP-100,100,100,2025-04-27,2025-04-27,OTIF
ORD-20258485,2025-06-12,SKU-1025,WH-04,SUP-101,25,25,2025-06-22,2025-06-27,Delayed - Full
ORD-20258486,2025-04-30,SKU-1055,WH-01,SUP-111,25,25,2025-05-14,2025-05-14,OTIF
ORD-20258487,2025-10-21,SKU-1009,WH-02,SUP-106,25,16,2025-10-31,2025-10-30,On-Time - Partial
ORD-20258488,2025-04-24,SKU-1054,WH-02,SUP-105,50,50,2025-05-15,2025-05-26,Delayed - Full
ORD-20258489,2025-03-23,SKU-1001,WH-03,SUP-109,100,100,2025-03-30,2025-03-30,OTIF
ORD-20258490,2025-06-01,SKU-1052,WH-02,SUP-104,25,25,2025-06-08,2025-06-09,Delayed - Full
ORD-20258491,2025-04-29,SKU-1023,WH-04,SUP-101,50,50,2025-05-09,2025-05-12,Delayed - Full
ORD-20258492,2025-08-11,SKU-1038,WH-03,SUP-106,10,10,2025-08-21,2025-08-21,OTIF
ORD-20258493,2025-06-15,SKU-1049,WH-04,SUP-105,10,10,2025-07-06,2025-07-06,OTIF
ORD-20258494,2025-02-16,SKU-1048,WH-02,SUP-109,100,100,2025-02-23,2025-02-23,OTIF
ORD-20258495,2025-04-04,SKU-1018,WH-04,SUP-109,50,50,2025-04-11,2025-04-11,OTIF
ORD-20258496,2025-07-24,SKU-1040,WH-02,SUP-107,10,10,2025-08-23,2025-08-23,OTIF
ORD-20258497,2025-01-16,SKU-1049,WH-01,SUP-106,25,25,2025-01-26,2025-01-24,OTIF
